location_id,date_time,vehicle_count,count_of_cars,count_of_bikes,count_of_buses,average_speed_kmph,weather_condition,congestion_level,traffic_volume,temperature_celsius,humidity_percent
16,31-05-2024 13:07,850,83,767,0,68.84,Snowy,Low,Medium,42.5,60.2
70,14-10-2024 15:00,800,545,94,161,71.73,Rainy,Low,Medium,26.9,38.1
91,11-01-2025 08:29,370,259,78,33,52.63,Rainy,Low,Low,20,63.6
50,12-03-2025 12:55,274,57,183,34,62.13,Sunny,Low,Low,39.7,94.5
12,14-06-2024 00:17,1450,213,9,1228,21.9,Sunny,High,High,24.7,54.9
61,10-03-2025 11:26,947,651,262,34,64.28,Sunny,Low,Medium,36,40.5
87,08-05-2024 22:50,889,475,136,278,25.81,Foggy,Medium,Medium,31.5,41.1
54,07-10-2024 20:58,594,429,142,23,51.48,Sunny,Low,Medium,30.2,63.4
69,15-10-2024 19:45,1268,923,159,186,18.31,Rainy,High,High,28.9,93.6
34,07-03-2025 06:25,1340,41,547,752,39.71,Rainy,Medium,High,38.6,94.6
36,03-08-2024 08:05,922,882,33,7,70.72,Rainy,Low,Medium,44.9,66.5
89,02-08-2024 11:47,590,508,51,31,45.17,Sunny,Medium,Medium,41.4,85
19,29-09-2024 14:19,285,89,48,148,23.36,Foggy,High,Low,37.4,46.6
32,22-07-2024 21:04,874,632,135,107,52.3,Sunny,Low,Medium,34.9,38.5
11,04-04-2025 03:21,1085,606,152,327,79.46,Rainy,Low,High,42.5,75.3
29,26-08-2024 23:05,1308,193,273,842,64.52,Snowy,Low,High,43.9,39.5
60,23-12-2024 12:00,1096,477,600,19,33.41,Sunny,Medium,High,40,84.8
72,13-04-2025 17:40,934,597,317,20,61.48,Rainy,Low,Medium,24.3,78.4
56,17-09-2024 13:18,458,318,82,58,16.17,Rainy,High,Medium,27.8,58.6
86,17-05-2024 09:25,1277,161,274,842,67.42,Rainy,Low,High,28.7,78.2
52,30-01-2025 00:53,330,223,47,60,71.36,Snowy,Low,Low,28.6,94.5
18,19-05-2024 00:40,1119,611,208,300,13.61,Rainy,High,High,32.9,60.7
55,28-04-2024 17:47,1478,1073,56,349,57.52,Sunny,Low,High,32.3,43.4
37,21-10-2024 00:05,692,321,274,97,41.02,Snowy,Medium,Medium,34,30.2
9,23-12-2024 14:10,1344,424,465,455,49.22,Foggy,Medium,High,36,33.2
2,03-02-2025 09:57,693,411,72,210,36.75,Foggy,Medium,Medium,41.1,38.9
97,11-01-2025 14:17,1051,238,268,545,50.93,Rainy,Low,High,29,69.6
61,24-04-2025 14:23,986,501,201,284,53.09,Rainy,Low,Medium,40.3,52
27,22-03-2025 06:43,824,588,195,41,65.35,Foggy,Low,Medium,35.7,68.1
50,25-01-2025 03:25,112,95,5,12,37.39,Rainy,Medium,Low,31.6,56.8
87,15-07-2024 04:17,1251,676,566,9,48.55,Sunny,Medium,High,21.3,78.6
96,28-04-2024 14:55,1479,271,713,495,15.08,Sunny,High,High,36.6,71.9
87,17-01-2025 09:34,742,194,392,156,47.49,Rainy,Medium,Medium,40.7,31.5
58,01-06-2024 00:38,708,277,154,277,37.6,Sunny,Medium,Medium,35.2,63
40,19-11-2024 03:16,818,490,108,220,49.26,Snowy,Medium,Medium,23.7,62.9
82,10-04-2025 05:30,1292,25,994,273,28.45,Rainy,Medium,High,41.1,82.8
28,03-02-2025 05:50,806,536,1,269,12.94,Snowy,High,Medium,30.6,82.8
70,20-07-2024 23:21,425,391,2,32,49.66,Snowy,Medium,Medium,38.3,32.1
23,06-10-2024 18:16,1200,192,865,143,47.35,Rainy,Medium,High,33.8,80.8
55,08-02-2025 12:36,331,165,156,10,46.24,Sunny,Medium,Low,34.6,52.2
98,12-05-2024 13:34,311,208,9,94,63.06,Sunny,Low,Low,33.3,47.1
52,27-01-2025 01:54,186,86,3,97,40.85,Sunny,Medium,Low,44.8,49.9
41,13-08-2024 20:47,640,503,75,62,77.52,Rainy,Low,Medium,20.6,50.1
24,12-06-2024 21:03,345,242,36,67,67.87,Sunny,Low,Low,26.2,48.1
25,21-10-2024 08:47,160,147,4,9,12.87,Foggy,High,Low,34.1,40
28,22-07-2024 09:35,254,41,111,102,33.48,Foggy,Medium,Low,23.1,63.7
57,28-02-2025 13:04,102,38,44,20,18.72,Foggy,High,Low,25.1,65.8
50,19-12-2024 20:15,256,56,114,86,13.82,Foggy,High,Low,38.7,39.3
99,19-06-2024 13:04,1347,907,292,148,64.89,Rainy,Low,High,25.7,37.7
37,18-04-2025 03:31,1373,585,481,307,46.83,Rainy,Medium,High,29.5,89.7
98,07-04-2025 06:39,1317,1086,224,7,69.72,Snowy,Low,High,29.1,54.2
26,22-07-2024 22:41,852,726,60,66,74.33,Rainy,Low,Medium,24.2,56.1
16,03-10-2024 06:21,824,470,193,161,55.33,Foggy,Low,Medium,25.1,45.4
96,14-01-2025 18:41,780,470,219,91,20.6,Sunny,High,Medium,29.6,90.3
69,11-10-2024 15:29,195,145,42,8,23.76,Sunny,High,Low,22.6,33.2
63,03-12-2024 10:58,745,70,147,528,26.6,Snowy,Medium,Medium,24.4,80.2
8,14-09-2024 13:25,1305,918,82,305,42.31,Rainy,Medium,High,36.1,80.1
40,14-10-2024 06:01,928,368,492,68,16.5,Snowy,High,Medium,38.3,87.7
76,18-08-2024 23:02,650,568,39,43,29.15,Snowy,Medium,Medium,24.2,94.2
85,24-05-2024 05:08,87,14,25,48,32.71,Foggy,Medium,Low,35,38.8
24,08-07-2024 03:35,1480,125,93,1262,69.2,Rainy,Low,High,31.5,43.7
62,15-04-2025 00:55,447,333,101,13,18.05,Snowy,High,Medium,30.8,74.1
1,31-05-2024 16:19,1340,267,1028,45,36.78,Sunny,Medium,High,30.2,35
2,23-05-2024 23:32,1061,5,482,574,79.56,Sunny,Low,High,22.6,52.7
15,09-10-2024 16:08,1123,776,117,230,38.24,Snowy,Medium,High,37.4,80.1
50,11-07-2024 21:25,1140,876,131,133,23.97,Snowy,High,High,39.2,71.5
17,09-08-2024 18:42,686,92,383,211,76.7,Snowy,Low,Medium,33.9,55.7
100,06-06-2024 19:04,1107,997,57,53,37.47,Rainy,Medium,High,33.2,82.7
83,09-08-2024 01:38,117,11,82,24,60.39,Snowy,Low,Low,44.7,46.4
85,20-02-2025 16:44,314,156,12,146,36.63,Rainy,Medium,Low,20.9,92.2
56,28-07-2024 03:21,770,35,405,330,16.92,Rainy,High,Medium,43.5,75
92,07-11-2024 10:50,1094,75,333,686,73.53,Snowy,Low,High,30.7,42.2
98,12-07-2024 02:44,779,48,521,210,51.67,Foggy,Low,Medium,32.2,52.3
81,01-04-2025 07:10,331,120,181,30,17.27,Foggy,High,Low,37.4,78.6
65,21-06-2024 00:09,718,674,12,32,39.45,Foggy,Medium,Medium,43.5,47.5
33,08-08-2024 00:24,407,284,50,73,70.95,Snowy,Low,Medium,44.3,59.5
37,28-08-2024 03:26,909,666,93,150,66.68,Sunny,Low,Medium,32.9,82.6
32,22-08-2024 07:29,397,362,17,18,71.7,Rainy,Low,Low,33.1,65.3
76,30-12-2024 03:33,314,194,72,48,50.72,Rainy,Low,Low,23.8,39.5
94,20-10-2024 00:24,501,167,322,12,27.12,Rainy,Medium,Medium,31.7,52.2
80,16-12-2024 08:58,820,538,12,270,42.21,Snowy,Medium,Medium,35.7,36.3
51,28-03-2025 21:56,804,607,63,134,70.84,Rainy,Low,Medium,30.5,60.3
37,15-09-2024 04:51,446,392,32,22,58.91,Foggy,Low,Medium,39.6,92
41,27-06-2024 18:33,260,78,4,178,35.97,Rainy,Medium,Low,39.4,94.1
5,01-09-2024 17:00,72,36,5,31,64.67,Sunny,Low,Low,42,50.7
78,31-03-2025 12:45,1455,603,720,132,63.78,Sunny,Low,High,24.5,59.1
42,30-11-2024 10:57,765,457,141,167,39.15,Sunny,Medium,Medium,24.8,58
47,25-06-2024 20:56,1317,197,392,728,75.61,Rainy,Low,High,38.4,94.9
11,25-06-2024 03:32,933,800,51,82,50.61,Snowy,Low,Medium,39.8,61.4
34,15-02-2025 02:54,327,91,120,116,64.43,Sunny,Low,Low,21.5,88.8
86,09-11-2024 09:48,893,729,129,35,39.31,Rainy,Medium,Medium,21.4,71.3
84,21-02-2025 03:47,1340,681,11,648,42.45,Sunny,Medium,High,30.7,74.6
76,13-10-2024 19:30,1452,1422,6,24,10.36,Foggy,High,High,32,70.5
53,27-03-2025 04:37,1367,362,908,97,79.47,Snowy,Low,High,33.7,59.4
58,16-12-2024 01:48,960,669,5,286,14.53,Sunny,High,Medium,21.5,93.6
52,14-04-2025 15:57,1475,93,276,1106,46.9,Foggy,Medium,High,26.7,30.1
92,07-11-2024 20:06,1002,289,639,74,28.69,Foggy,Medium,High,44.3,60.3
46,07-01-2025 20:50,258,222,33,3,71.05,Rainy,Low,Low,22.7,68.9
72,19-09-2024 11:17,507,336,58,113,12.85,Foggy,High,Medium,39.8,91.3
78,12-11-2024 00:22,183,24,0,159,69.01,Sunny,Low,Low,33.6,84.2
75,21-05-2024 20:32,1200,200,214,786,34.94,Rainy,Medium,High,31.5,80.3
62,04-08-2024 17:47,1063,597,118,348,68.52,Rainy,Low,High,42.6,54.6
31,12-07-2024 04:16,209,171,33,5,37.04,Sunny,Medium,Low,35.8,72.8
39,22-03-2025 20:58,332,108,121,103,71.45,Snowy,Low,Low,32.3,64.9
57,22-08-2024 03:57,461,408,22,31,40.97,Sunny,Medium,Medium,20.5,63.6
86,24-06-2024 20:39,1479,5,1191,283,74.4,Rainy,Low,High,39.6,75.4
6,07-08-2024 23:43,290,46,88,156,79.04,Sunny,Low,Low,36.2,39.3
40,08-07-2024 06:00,771,459,237,75,30.15,Sunny,Medium,Medium,24,62.8
5,26-03-2025 10:30,1241,163,141,937,19.66,Rainy,High,High,38.1,36.5
32,01-08-2024 04:02,1124,523,417,184,61.39,Sunny,Low,High,26.5,63.8
93,29-04-2024 00:06,953,665,155,133,51.09,Foggy,Low,Medium,43.5,64.7
22,30-01-2025 15:33,521,10,223,288,69.04,Snowy,Low,Medium,21.4,54.1
63,11-09-2024 22:45,1389,850,491,48,56.29,Rainy,Low,High,41.5,47.7
32,07-06-2024 13:09,855,846,5,4,27.6,Snowy,Medium,Medium,42.2,54.1
49,06-01-2025 10:46,1194,902,96,196,72.62,Sunny,Low,High,39.9,60.9
31,22-10-2024 18:36,499,102,29,368,54.27,Foggy,Low,Medium,35,76.2
40,08-04-2025 07:21,303,170,89,44,29.6,Rainy,Medium,Low,28.4,57.9
8,17-09-2024 16:30,741,174,166,401,29.88,Sunny,Medium,Medium,22.8,57.2
94,25-04-2025 23:03,697,200,400,97,15.04,Sunny,High,Medium,33.7,47
78,09-02-2025 21:04,1070,354,511,205,29.01,Foggy,Medium,High,27.2,69.5
3,12-06-2024 13:31,84,0,8,76,48,Rainy,Medium,Low,35,70.1
55,19-01-2025 19:24,583,306,165,112,60.61,Sunny,Low,Medium,33,49.6
98,29-05-2024 12:58,306,42,8,256,62.22,Snowy,Low,Low,36.6,48.9
31,10-01-2025 02:49,555,38,119,398,17.28,Foggy,High,Medium,36.1,31.4
46,20-01-2025 02:39,733,570,55,108,74.6,Foggy,Low,Medium,23.5,61.9
39,12-03-2025 07:18,943,319,418,206,42.6,Foggy,Medium,Medium,43.6,81.3
11,03-06-2024 08:18,354,281,43,30,74.83,Sunny,Low,Low,40.6,89.5
62,31-07-2024 02:58,656,0,534,122,75.22,Snowy,Low,Medium,28,44.4
46,18-05-2024 13:33,352,79,52,221,73.81,Snowy,Low,Low,24.5,48.5
81,18-06-2024 10:52,673,399,96,178,14.15,Sunny,High,Medium,35.1,50
63,04-03-2025 19:07,873,603,246,24,53.91,Sunny,Low,Medium,37.5,76.6
54,25-07-2024 16:52,396,346,33,17,36.31,Foggy,Medium,Low,23.4,52
60,28-05-2024 21:59,524,17,433,74,61.21,Foggy,Low,Medium,42.7,86.7
4,20-03-2025 11:14,1138,497,509,132,65.54,Rainy,Low,High,42.5,32.6
55,19-04-2025 22:47,1068,683,163,222,37.51,Sunny,Medium,High,22.7,36.5
13,23-08-2024 22:17,221,33,159,29,39,Snowy,Medium,Low,41.8,35.5
72,23-05-2024 06:05,163,132,28,3,76.31,Foggy,Low,Low,36,66.2
57,28-02-2025 17:06,379,99,35,245,15.4,Foggy,High,Low,43.4,84
20,22-09-2024 03:15,294,68,116,110,53.57,Sunny,Low,Low,20.2,92.7
48,08-05-2024 13:19,707,600,87,20,77.62,Snowy,Low,Medium,36.1,76
36,16-11-2024 03:38,344,11,73,260,66.85,Rainy,Low,Low,37.4,84.2
86,10-03-2025 00:56,199,157,6,36,47.38,Snowy,Medium,Low,23.2,53.5
58,23-03-2025 04:54,147,144,2,1,59.56,Sunny,Low,Low,21.5,35.8
69,16-03-2025 23:12,97,94,0,3,70.39,Foggy,Low,Low,29.1,47.9
35,14-04-2025 20:45,222,175,45,2,60.25,Sunny,Low,Low,21,72.9
71,07-11-2024 06:32,283,171,68,44,52.2,Sunny,Low,Low,25.7,31.7
83,18-12-2024 21:36,272,79,38,155,66.46,Foggy,Low,Low,42.8,56.8
78,19-06-2024 00:45,388,63,293,32,50.85,Sunny,Low,Low,30.8,36.5
42,19-05-2024 10:14,760,716,35,9,78.35,Sunny,Low,Medium,22.9,81.1
30,20-08-2024 04:30,1423,1352,28,43,49.18,Foggy,Medium,High,23.9,81.2
30,04-01-2025 22:06,1374,280,346,748,36.59,Foggy,Medium,High,25.8,81.3
20,25-11-2024 20:03,640,397,159,84,62.64,Sunny,Low,Medium,27.1,53.7
8,31-03-2025 00:17,524,463,54,7,22.77,Rainy,High,Medium,36.7,77.3
82,26-11-2024 12:56,1038,731,20,287,33.26,Rainy,Medium,High,40.8,46.6
33,17-01-2025 09:44,82,22,60,0,12.81,Snowy,High,Low,35.5,44.2
87,11-03-2025 14:43,146,91,54,1,24.52,Sunny,High,Low,40.1,46.8
42,31-10-2024 09:45,1498,171,35,1292,23.54,Sunny,High,High,42.6,64.5
72,28-07-2024 05:17,1484,660,650,174,27.98,Rainy,Medium,High,40.2,74.7
70,06-01-2025 02:26,242,172,43,27,16.96,Snowy,High,Low,30.5,30.1
52,25-03-2025 02:06,1235,1117,75,43,40.2,Sunny,Medium,High,38.3,92.5
86,22-02-2025 06:23,440,154,220,66,79.59,Sunny,Low,Medium,43,37.6
96,09-06-2024 11:12,185,24,5,156,45.59,Snowy,Medium,Low,26.4,77.9
15,26-04-2024 10:17,1497,1241,210,46,71.67,Foggy,Low,High,26.1,61.4
1,12-05-2024 03:18,503,459,7,37,69.14,Foggy,Low,Medium,31.5,36.9
68,29-03-2025 02:17,444,435,9,0,23.33,Sunny,High,Medium,28.7,47.4
9,01-05-2024 20:48,512,393,114,5,66.02,Sunny,Low,Medium,30.4,61.7
27,20-01-2025 03:23,965,198,145,622,38.24,Sunny,Medium,Medium,30.7,46.4
78,12-03-2025 07:08,845,58,532,255,18.4,Rainy,High,Medium,35.4,63.3
13,05-07-2024 11:47,1466,1308,5,153,34.49,Rainy,Medium,High,20.4,53.6
91,08-12-2024 03:48,1353,304,290,759,68.77,Snowy,Low,High,31.6,37.3
59,18-03-2025 00:52,1236,615,567,54,47.12,Rainy,Medium,High,29,38
55,08-03-2025 05:00,84,14,18,52,29.89,Rainy,Medium,Low,36.7,63.9
47,16-12-2024 00:05,791,726,47,18,50.85,Sunny,Low,Medium,38,69.3
94,31-10-2024 10:10,873,128,10,735,24.67,Sunny,High,Medium,30.1,90.7
76,24-08-2024 06:18,702,500,146,56,37.49,Sunny,Medium,Medium,34.3,50.6
81,28-07-2024 18:18,100,18,71,11,23.82,Foggy,High,Low,42.3,60.1
72,08-04-2025 05:51,106,9,16,81,46.16,Rainy,Medium,Low,28,79.3
22,11-04-2025 14:27,260,198,8,54,58.92,Rainy,Low,Low,28.6,63.8
10,25-09-2024 20:19,105,60,29,16,43.25,Sunny,Medium,Low,37.6,81.3
31,13-04-2025 12:56,987,478,274,235,28.89,Rainy,Medium,Medium,43.9,80.7
25,23-11-2024 08:55,905,732,11,162,51.26,Snowy,Low,Medium,27.5,92.5
66,04-07-2024 05:42,1267,839,139,289,10.9,Sunny,High,High,21.4,40.5
28,29-01-2025 23:09,911,325,526,60,17.61,Foggy,High,Medium,27.4,73.4
9,05-11-2024 08:36,1207,670,41,496,78.74,Rainy,Low,High,35.9,58.9
93,31-01-2025 07:13,1004,254,65,685,56.21,Rainy,Low,High,26.3,51.3
53,21-08-2024 18:19,875,376,335,164,79.97,Rainy,Low,Medium,20.1,91.7
23,19-10-2024 10:09,641,234,345,62,62.86,Sunny,Low,Medium,22.8,49.8
29,19-06-2024 22:07,264,225,8,31,38.82,Sunny,Medium,Low,39.7,74.2
43,30-04-2024 16:35,658,393,243,22,17.67,Snowy,High,Medium,44.4,59.6
15,07-04-2025 06:06,699,624,30,45,10.04,Sunny,High,Medium,28.8,45.7
33,04-04-2025 10:47,340,303,16,21,71.5,Sunny,Low,Low,21.5,53
66,06-05-2024 12:46,257,0,8,249,20.13,Rainy,High,Low,22.5,37.7
42,24-01-2025 05:09,1490,1439,46,5,48.59,Rainy,Medium,High,32.2,93.2
84,13-03-2025 11:59,461,431,22,8,62.66,Sunny,Low,Medium,44,89.7
62,13-02-2025 10:30,190,176,5,9,40.05,Rainy,Medium,Low,32.1,65
46,10-04-2025 01:22,1337,1118,39,180,17.33,Snowy,High,High,37,52.3
63,24-03-2025 00:13,1228,474,516,238,36.3,Rainy,Medium,High,34.9,41.8
87,23-07-2024 12:53,1300,860,73,367,48.58,Snowy,Medium,High,44.5,59
75,19-04-2025 09:11,915,341,519,55,41.75,Sunny,Medium,Medium,28.2,74.1
27,05-01-2025 03:55,924,396,496,32,76.94,Foggy,Low,Medium,42.1,94.2
94,26-01-2025 06:47,1261,434,256,571,29.24,Sunny,Medium,High,41.9,36.3
11,20-04-2025 23:09,544,196,311,37,57.11,Foggy,Low,Medium,26.1,50.9
39,18-09-2024 18:07,270,93,135,42,21.3,Sunny,High,Low,44.7,50.3
38,26-11-2024 05:52,740,1,320,419,64.31,Sunny,Low,Medium,29.1,70.9
80,15-05-2024 10:57,132,27,44,61,65.16,Foggy,Low,Low,38.3,49.9
3,30-12-2024 20:03,1492,1300,169,23,12.83,Snowy,High,High,43.6,74.7
87,19-07-2024 23:46,562,519,3,40,27.42,Snowy,Medium,Medium,20.1,80.1
71,09-07-2024 09:06,300,257,10,33,66.91,Foggy,Low,Low,27.8,60.3
69,16-06-2024 22:52,1349,902,171,276,53.55,Rainy,Low,High,29.7,34.4
43,05-01-2025 07:47,583,366,42,175,12.05,Rainy,High,Medium,23.1,34.2
22,05-11-2024 08:34,811,199,547,65,54.03,Sunny,Low,Medium,36.8,69.5
97,24-04-2025 13:21,580,215,250,115,51.6,Foggy,Low,Medium,21.2,50.4
87,25-04-2025 02:35,319,152,147,20,72.22,Rainy,Low,Low,20.2,89.9
27,03-06-2024 06:02,210,165,39,6,42.87,Sunny,Medium,Low,37.4,62.5
64,22-11-2024 18:21,774,521,243,10,49.61,Sunny,Medium,Medium,35.5,36.7
83,19-08-2024 15:21,791,40,112,639,64.12,Sunny,Low,Medium,32,53.1
91,21-02-2025 20:58,819,456,319,44,64.15,Foggy,Low,Medium,22.8,44.5
73,04-09-2024 09:19,1080,789,106,185,36.44,Sunny,Medium,High,36.3,45.3
29,26-07-2024 00:00,51,4,11,36,32.71,Snowy,Medium,Low,29.9,41.4
9,13-04-2025 19:46,806,714,72,20,10.9,Foggy,High,Medium,26.1,73.1
75,08-01-2025 19:36,546,462,84,0,44.37,Rainy,Medium,Medium,42.3,60.7
21,08-02-2025 04:05,755,397,33,325,78.29,Foggy,Low,Medium,43.8,47.7
68,27-06-2024 11:49,547,406,12,129,58.03,Sunny,Low,Medium,36.3,79
69,25-08-2024 00:33,97,60,34,3,68.74,Snowy,Low,Low,41.3,57.3
56,12-08-2024 23:11,1326,844,167,315,46.54,Snowy,Medium,High,41.5,75.4
53,05-03-2025 11:25,1368,743,376,249,15.8,Rainy,High,High,34,80
20,12-03-2025 14:58,576,233,246,97,64.25,Snowy,Low,Medium,27.3,56.3
93,29-10-2024 19:02,116,43,29,44,11.42,Snowy,High,Low,43.8,69.4
69,01-12-2024 19:16,1263,875,15,373,29.1,Rainy,Medium,High,37,69.7
2,30-05-2024 16:54,572,91,135,346,29.11,Rainy,Medium,Medium,40,87.7
2,02-05-2024 04:29,362,223,116,23,57.22,Snowy,Low,Low,42.6,60.2
62,13-06-2024 23:08,1391,807,454,130,50.52,Snowy,Low,High,35.1,43.6
30,27-12-2024 22:19,1194,310,268,616,45.65,Foggy,Medium,High,36.6,62.1
84,22-12-2024 21:57,874,157,425,292,15.4,Sunny,High,Medium,23.6,32
47,25-10-2024 07:37,1007,299,580,128,68.88,Foggy,Low,High,41.5,44.7
66,18-03-2025 12:48,1287,1081,202,4,29.96,Snowy,Medium,High,26.4,74.3
32,24-06-2024 23:38,303,88,44,171,64.12,Foggy,Low,Low,42.2,49.1
6,08-04-2025 15:04,819,300,220,299,16.61,Snowy,High,Medium,43.5,62.4
31,18-04-2025 05:29,1268,503,427,338,53.84,Snowy,Low,High,21.2,55.6
22,02-01-2025 16:26,803,499,111,193,55.86,Foggy,Low,Medium,38.6,82.5
69,29-09-2024 06:11,202,191,7,4,48.26,Sunny,Medium,Low,38.9,63.5
80,24-05-2024 15:55,400,214,159,27,32.06,Sunny,Medium,Low,27.8,84.9
81,20-07-2024 14:14,1098,562,194,342,17.48,Foggy,High,High,41.4,52.4
8,18-02-2025 11:24,382,375,1,6,58.19,Foggy,Low,Low,23.5,80.8
83,03-01-2025 12:48,909,862,46,1,75.58,Sunny,Low,Medium,31,75.4
60,26-02-2025 09:09,194,3,161,30,19.62,Foggy,High,Low,42.8,63.6
22,05-03-2025 04:55,932,231,569,132,27.92,Rainy,Medium,Medium,32.5,36.3
18,27-10-2024 10:54,1433,1090,141,202,69.29,Rainy,Low,High,40.4,37.9
28,11-11-2024 00:39,1149,142,399,608,65.68,Foggy,Low,High,32.6,36.5
35,16-11-2024 05:08,1140,438,447,255,66.46,Sunny,Low,High,37.9,40.9
52,02-06-2024 07:43,1491,215,989,287,39,Snowy,Medium,High,42.8,54.8
14,16-08-2024 11:03,450,12,18,420,20.64,Snowy,High,Medium,39.3,84.2
53,12-12-2024 19:10,1132,540,550,42,29.25,Snowy,Medium,High,24.7,74.7
30,03-02-2025 09:36,1498,454,599,445,43.19,Sunny,Medium,High,35.2,39.5
13,11-06-2024 01:27,1152,1110,27,15,52.97,Foggy,Low,High,20.3,63.9
43,16-08-2024 02:05,537,267,174,96,10.22,Snowy,High,Medium,31.2,59.1
26,31-05-2024 07:28,203,29,129,45,28.9,Foggy,Medium,Low,30.5,82.1
6,06-02-2025 13:38,223,58,16,149,43.93,Foggy,Medium,Low,43.2,65.7
44,09-01-2025 17:26,251,35,166,50,62.9,Rainy,Low,Low,23.4,80.8
6,15-01-2025 10:45,594,92,15,487,47.37,Snowy,Medium,Medium,21.4,92.5
41,29-07-2024 08:14,1331,1107,37,187,54.59,Sunny,Low,High,41.9,71.7
51,08-09-2024 11:10,1375,1115,187,73,39.22,Snowy,Medium,High,41.7,60.3
54,06-07-2024 05:32,422,384,6,32,20.92,Rainy,High,Medium,27.7,57
34,23-08-2024 04:55,978,896,18,64,17.54,Snowy,High,Medium,22.4,84.7
6,08-01-2025 18:42,450,81,72,297,56.16,Rainy,Low,Medium,33.8,80.2
37,22-10-2024 03:09,272,47,79,146,56.52,Foggy,Low,Low,34.3,42
93,18-11-2024 20:04,1027,331,416,280,34.45,Rainy,Medium,High,33.9,59.2
72,21-04-2025 16:03,948,628,288,32,45.97,Rainy,Medium,Medium,35.6,71.7
44,10-02-2025 16:22,780,596,183,1,50.45,Rainy,Low,Medium,23.1,70.2
7,18-05-2024 03:31,1426,1195,36,195,30.85,Rainy,Medium,High,37.9,48.2
50,04-05-2024 02:10,932,19,761,152,64.07,Foggy,Low,Medium,44.5,48.7
41,06-05-2024 12:20,1062,690,71,301,16.95,Foggy,High,High,28.2,62.3
89,31-03-2025 03:16,712,305,154,253,10.51,Snowy,High,Medium,36.3,76.2
64,14-08-2024 06:00,1425,197,812,416,28.92,Snowy,Medium,High,30.7,62.8
58,26-07-2024 07:13,1362,829,150,383,46.6,Snowy,Medium,High,44.3,91.7
37,29-05-2024 09:52,1443,752,453,238,64.32,Snowy,Low,High,44.5,88
6,02-03-2025 03:55,362,14,141,207,70.06,Rainy,Low,Low,25.6,68.9
75,17-10-2024 23:04,181,16,104,61,78.11,Rainy,Low,Low,33.4,54.4
48,04-11-2024 14:17,53,46,1,6,13.62,Snowy,High,Low,37.2,56.6
80,07-12-2024 21:11,829,597,216,16,38.48,Snowy,Medium,Medium,20.1,81.5
57,31-03-2025 22:11,888,512,300,76,49.44,Snowy,Medium,Medium,37.4,59.8
72,11-01-2025 12:25,686,46,482,158,17.96,Rainy,High,Medium,24,50.3
95,01-10-2024 23:01,331,323,7,1,60.6,Sunny,Low,Low,41.3,67.9
41,15-05-2024 02:49,858,555,252,51,54.91,Snowy,Low,Medium,39.5,94.7
24,09-01-2025 22:14,139,98,26,15,13.21,Snowy,High,Low,33.3,49.2
84,19-05-2024 19:33,115,79,23,13,44.13,Snowy,Medium,Low,43.4,40.5
48,08-11-2024 11:23,154,84,32,38,33.89,Sunny,Medium,Low,23.6,78.4
82,12-02-2025 14:31,435,63,198,174,18.84,Sunny,High,Medium,37,65.5
18,20-06-2024 16:31,1023,903,102,18,73.51,Rainy,Low,High,27.1,61.5
7,03-11-2024 06:55,121,47,54,20,69.65,Sunny,Low,Low,37.8,85.5
100,31-10-2024 12:32,170,63,44,63,23.63,Rainy,High,Low,42,94.5
44,11-07-2024 21:51,769,727,25,17,12.48,Sunny,High,Medium,43,81.3
93,06-08-2024 04:11,587,401,77,109,27,Rainy,Medium,Medium,30.3,93.8
68,09-10-2024 02:02,912,261,50,601,79.37,Foggy,Low,Medium,38.2,45.9
36,14-02-2025 13:05,1109,1059,38,12,20.21,Sunny,High,High,34.5,45.5
57,23-11-2024 05:01,496,120,25,351,50.78,Rainy,Low,Medium,31,60.3
50,30-01-2025 19:07,1236,784,232,220,18.1,Snowy,High,High,34.2,87
52,04-11-2024 08:52,236,97,49,90,53.21,Rainy,Low,Low,30.7,77.1
8,09-11-2024 10:07,248,165,30,53,62.31,Sunny,Low,Low,42.5,73
36,10-01-2025 16:49,210,10,3,197,33.61,Rainy,Medium,Low,32.8,46.7
9,08-01-2025 04:27,650,145,164,341,79.67,Sunny,Low,Medium,34.3,51.2
77,26-07-2024 08:32,1470,1463,3,4,76.45,Snowy,Low,High,26.7,34.4
66,27-09-2024 09:21,1004,996,6,2,50.05,Sunny,Low,High,39.9,83.9
77,20-05-2024 08:07,1412,1350,21,41,37.68,Snowy,Medium,High,31.3,58.7
48,15-03-2025 16:54,1282,274,485,523,10.43,Rainy,High,High,23.1,44.6
72,05-06-2024 00:04,1089,583,46,460,71.48,Sunny,Low,High,29.2,87.2
10,29-11-2024 14:53,471,253,159,59,14.32,Foggy,High,Medium,35.2,58
43,28-05-2024 12:55,322,90,199,33,50.7,Snowy,Low,Low,21.8,68.6
75,28-03-2025 11:54,1499,409,1052,38,14.68,Sunny,High,High,30.7,89.5
45,22-09-2024 12:08,1038,293,102,643,70.19,Sunny,Low,High,44,65.2
26,11-12-2024 05:10,244,240,3,1,44.98,Foggy,Medium,Low,34.6,73.1
14,25-12-2024 19:57,1253,366,446,441,59.89,Foggy,Low,High,25.5,35.9
38,13-10-2024 21:56,383,156,81,146,57.07,Foggy,Low,Low,37.7,37
35,10-12-2024 14:03,1381,564,573,244,31.34,Rainy,Medium,High,41.2,78.5
39,10-04-2025 18:42,797,754,7,36,78,Rainy,Low,Medium,20.6,61.1
